"id";"ville";"code";"ville_redressee";"long";"lat";"province";"departement";"type";"poste";"PG";"PP";"L";"E";"B";"SB";"C";"T";"total"
368;"Partenay";"‎79202";"Parthenay";"-0.25";"46.65";"Poitou";"Poitiers";"Brigade";0;;;;;;1;4;;5
369;"Passy";"Ancienne commune";"Passy";"2.2852";"48.8005";"Ile-de-France";"Paris";"Brigade";0;;;;1;;;4;;5
370;"Pau";64445;"Pau";"-0.366667";"43.3";"Béarn";"Pau";"P. Générale";0;1;;1;1;;1;8;1;13
371;"Périgueux";24322;"Périgueux";"0.716667";"45.1833";"Guyenne";"Périgueux";"D. de la P. Générale";0;;;1;;1;;4;;6
372;"Péronne";80620;"Péronne";"2.93333";"49.9333";"Picardie";"Amiens";"Brigade";1;;;;1;;;4;;5
373;"Perpignan";66136;"Perpignan";"2.88333";"42.6833";"Roussillon";"Perpignan";"P. Générale";1;1;;1;;1;1;8;1;13
374;"Pezenas";34199;"Pézenas";"3.41667";"43.45";"Languedoc";"Montpellier";"Brigade";1;;;;;;1;4;;5
375;"Phalzbourg";57540;"Phalsbourg";"7.26667";"48.7667";"Trois Evêchés";"Metz";"Brigade";1;;;;;1;;4;;5
376;"Philippeville";"Belgique";"Philippeville";"4.5319";"50.1285";"Hainaut";"Valenciennes";"Brigade";1;;;;1;;;4;;5
377;"Pierre-Bussier";87119;"Pierre-Buffière";"1.35";"45.7";"Limousin";"Limoges";"Brigade";1;;;;;;1;4;;5
378;"Pithiviers";45252;"Pithiviers";"2.25";"48.1667";"Orléanais";"Orléans";"Brigade";0;;;;1;;;4;;5
379;"Ploermel";56165;"Ploërmel";"-2.4";"47.9333";"Bretagne";"Vannes";"Brigade";0;;;;;1;;4;;5
380;"Poitiers";86194;"Poitiers";"0.333333";"46.5833";"Poitou";"Poitiers";"P. Générale";1;1;;1;1;;1;8;1;13
381;"Poix";80630;"Poix-de-Picardie";"1.98417";"49.7759";"Picardie";"Abbeville";"Brigade";0;;;;;1;;4;;5
382;"Poligny";39434;"Poligny";"5.71667";"46.8333";"Bourbonnais";"Lons les Saunier";"Brigade";0;;;;1;;;4;;5
387;"Pont de Beauvoisin";38315;"Le Pont-de-Beauvoisin";"5.66667";"45.5333";"Dauphiné";"Grenoble";"Brigade";1;;;;;1;;4;;5
385;"Pont-Audenier";27467;"Pont-Audemer";"0.516667";"49.35";"Rouen";"Caudebec";"Brigade";1;;;;;1;;4;;5
383;"Pontamousson";"‎54431";"Pont-à-Mousson";"6.06667";"48.9";"Lorraine";"Nancy";"Brigade";1;;;;;1;;4;;5
384;"Pontarlier";25462;"Pontarlier";"6.36667";"46.9";"Bourgogne";"Besançon";"Brigade";0;;;;;;1;4;;5
386;"Pontchateau";44129;"Pontchâteau";"-2.08333";"47.4333";"Bretagne";"Nantes";"Brigade";0;;;;;;1;4;;5
388;"Pontivi";"‎56178";"Pontivy";"-2.98333";"48.0667";"Bretagne";"Vannes";"Brigade";0;;;;;;1;4;;5
389;"Pontlévêque";14514;"Pont-l'Évêque";"0.183333";"49.3";"Rouen";"Caudebec";"Brigade";1;;;;;1;;4;;5
390;"Pontoise";95500;"Pontoise";"2.1";"49.05";"Paris";"Beauvais";"Brigade";1;;;;;1;;4;;5
391;"Prades";66149;"Prades";"2.43333";"42.6167";"Roussillon";"Perpignan";"Brigade";1;;;;1;;;4;;5
392;"Preuilli";37189;"Preuilly-sur-Claise";"0.933333";"46.85";"Touraine";"Tours";"Brigade";0;;;;;;1;4;;5
393;"Prezenpail";53185;"Pré-en-Pail";"-0.2";"48.45";"Maine";"Le Mans";"Brigade";1;;;;;;1;4;;5
394;"Privas";7186;"Privas";"4.6";"44.7333";"Languedoc";"Puy";"Brigade";0;;;;;1;;4;;5
395;"Prothy";52405;"Prauthoy";"5.28333";"47.6667";"Champagne";"Langres";"Brigade";1;;;;;;1;4;;5
396;"Provins";77379;"Provins";"3.3";"48.55";"Paris";"Provins";"D. de la P. Générale";1;;;1;;;1;4;;6
397;"Quimper";29232;"Quimper";"-4.1";48;"Bretagne";"Quimper";"D. de la P. Générale";0;;;1;;;1;4;;6
398;"Quimperlai";29233;"Quimperlé";"-3.55";"47.8667";"Bretagne";"Vannes";"Brigade";0;;;;;1;;4;;5
399;"Quintin";22262;"Quintin";"-2.91667";"48.4";"Bretagne";"Rennes";"Brigade";0;;;;;;1;4;;5
400;"Rambervillers";88367;"Rambervillers";"6.63333";"48.35";"Lorraine";"Epinal";"Brigade";0;;;;;1;;4;;5
401;"Redon";35236;"Redon";"-2.08333";"47.65";"Bretagne";"Nancy";"Brigade";0;;;;;1;;4;;5
408;"Reims";51454;"Reims";"4.03333";"49.25";"Champagne";"Reims";"D. de la P. Générale";1;;;1;1;;1;8;;11
402;"Reling";"Allemagne";"Reling";"6.6797";"49.3206";"Lorraine";"Sarguemine";"Brigade";0;;;;1;;1;4;;6
403;"Remalard";61345;"Rémalard";"0.783333";"48.4333";"Alençon";"Alençon";"Brigade";1;;;;;;1;4;;5
404;"Remiremont";88383;"Remiremont";"6.58333";"48.0167";"Lorraine";"Epinal";"Brigade";1;;;;;1;;4;;5
405;"Remoulin";30212;"Remoulins";"4.56667";"43.9333";"Languedoc";"Montpellier";"Brigade";1;;;;;;1;4;;5
406;"Rennes";35238;"Rennes";"-1.68333";"48.0833";"Bretagne";"Rennes";"P. Générale";1;1;;2;1;1;1;12;1;19
407;"Rethel";8362;"Rethel";"4.36667";"49.5167";"Champagne";"Reims";"Brigade";1;;;;1;;;4;;5
409;"Rhodez";"‎12202";"Rodez";"2.56667";"44.3333";"Montauban";"Rhodez";"D. de la P. Générale";0;;;1;;1;1;8;;11
410;"Riom";63300;"Riom";"3.11667";"45.9";"Auvergne";"Riom";"D. de la P. Générale";1;;;1;1;;;4;;6
411;"Roane";"‎42187";"Roanne";"4.06889";"46.0367";"Lyonnais";"Roane";"D. de la P. Générale";1;;;1;;;1;4;;6
412;"Rochefort";17299;"Rochefort";"-0.983333";"45.9333";"Aunix";"Rochelle";"Brigade";0;;;;1;;;4;;5
413;"Romorantin";41194;"Romorantin-Lanthenay";"1.74361";"47.3589";"Orléanais";"Blois";"Brigade";1;;;;;;1;4;;5
414;"Rouen";76540;"Rouen";"1.08333";"49.4333";"Rouen";"Rouen";"P. Générale";1;1;;1;1;1;1;12;1;18
415;"Roye";80685;"Roye";"2.8";"49.7";"Picardie";"Amiens";"Brigade";1;;;;;1;;4;;5
416;"Ruffec";16292;"Ruffec";"0.2";"46.0167";"Limousin";"Angoulême";"Brigade";0;;;;1;;;4;;5
417;"Sablé";72264;"Sablé-sur-Sarthe";"-0.333333";"47.8333";"Anjou";"Château-Gontier";"Brigade";1;;;;;1;;4;;5
418;"Sables d’Olone";85194;"Sables-d'Olonne";"-1.78333";"46.5";"Poitou";"Montaigu";"Brigade";0;;;;;1;;4;;5
438;"Saintes";17415;"Saintes";"-0.633333";"45.75";"Aunix";"Saintes";"D. de la P. Générale";0;;;1;;1;;4;;6
470;"Salins";15220;"Salins";"2.4";"45.2";"Bourgogne";"Lons-le-Saunier";"Brigade";0;;;;;1;;4;;5
471;"Sancerre";18241;"Sancerre";"2.83333";"47.3333";"Berry";"Bourges";"Brigade";0;;;;;1;;4;;5
472;"Sancy";54491;"Sancy";"5.925";"49.3475";"Lorraine";"Bar le duc";"Brigade";0;;;;;1;;4;;5
476;"Sar Louis";"Allemagne";"Sar Louis";"6.7511";"49.2606";"Trois Evêchés";"Metz";"Brigade";1;;;;;;1;4;;5
473;"Sarbourb";"‎57630";"Sarrebourg";"7.05";"48.7333";"Trois Evêchés";"Metz";"Brigade";1;;;;1;;;4;;5
474;"Sarguemine";"‎57631";"Sarreguemines";"7.05";"49.1";"Lorraine";"Sarguemine";"D. de la P. Générale";0;;;1;;;1;4;;6
475;"Sarlat";24520;"Sarlat-la-Canéda";"1.21667";"44.8833";"Guyenne";"Perigueux";"Brigade";0;;;;1;;;4;;5
478;"Saulieu";21584;"Saulieu";"4.23333";"47.2667";"Bourgogne";"Auxerre";"Brigade";0;;;;;;1;4;;5
479;"Saumur";49328;"Saumur";"-0.083333";"47.2667";"Anjou";"Angers";"Brigade";1;;;;1;1;;8;;10
480;"Sauveterre";33506;"Sauveterre-de-Guyenne";"-0.083333";"44.7";"Guyenne";"Bordeaux";"Brigade";0;;;;;1;;4;;5
477;"Saverne";67437;"Saverne";"7.36667";"48.7333";"Alsace";"Strasbourg";"Brigade";1;;;;;1;;3;;4
419;"Schlestat";67462;"Sélestat";"7.45";"48.2667";"Alsace";"Colmar";"Brigade";1;;;;;;1;3;;4
481;"Sedan";8409;"Sedan";"4.95";"49.7";"Trois Evêchés";"Verdun";"Brigade";1;;;;1;;;4;;5
482;"Ségrais";49331;"Segré";"-0.866667";"47.6833";"Anjou";"Château-Gontier";"Brigade";0;;;;;1;;4;;5
483;"Senlis";60612;"Senlis";"2.58333";"49.2";"Paris";"Senlis";"D. de la P. Générale";1;;;1;;1;;4;;6
484;"Sens";89387;"Sens";"3.28389";"48.1981";"Paris";"Sens";"D. de la P. Générale";1;;;1;1;;;4;;6
485;"Seurre";21607;"Seurre";"5.15";47;"Bourgogne";"Chalons";"Brigade";0;;;;;;1;4;;5
486;"Sèvre";92072;"Sèvres";"2.2";"48.8167";"Ile-de-France";"Paris";"Brigade";0;;;1;;;;6;;7
487;"Sézanne";51535;"Sézanne";"3.71667";"48.7167";"Champagne";"Challons";"Brigade";0;;;;1;;;4;;5
488;"Sigean";11379;"Sigean";"2.98333";"43.0333";"Languedoc";"Carcassonne";"Brigade";1;;;;;1;;4;;5
489;"Sillé le Guillaume";"‎72334";"Sillé-le-Guillaume";"-0.133333";"48.2";"Maine";"Le Mans";"Brigade";0;;;;;1;;4;;5
490;"Sisteron";4209;"Sisteron";"5.93333";"44.2";"Provence";"Digne";"Brigade";0;;;;;;1;4;;5
491;"Sivrai";86078;"Civray";"0.3";"46.15";"Poitou";"Montmorillon";"Brigade";0;;;;;1;;4;;5
492;"Soissons";2722;"Soissons";"3.33333";"49.3667";"Soissonnais";"Soissons";"P. Générale";1;1;;1;1;;1;8;1;13
493;"Sommiere";30321;"Sommières";"4.08333";"43.7833";"Languedoc";"Montpellier";"Brigade";0;;;;;;1;4;;5
494;"Souillac";46309;"Souillac";"1.48333";"44.9";"Montauban";"Cahors";"Brigade";1;;;;;1;;4;;5
420;"St Amand";18197;"Saint-Amand-Montrond";"2.50555";"46.7236";"Berry";"Bourges";"Brigade";0;;;;;1;;4;;5
421;"St Amand";59526;"Saint-Amand-les-Eaux";"3.43333";"50.4333";"Flandres";"Cambrai";"Brigade";1;;;;;1;;4;;5
424;"St Anduel";69179;"Saint-Andéol-le-Château";"4.6967";"45.5256";"Lyonnais";"Lyon";"Brigade";0;;;;;1;;4;;5
422;"St Aubin";55454;"Saint-Aubin-sur-Aire";"5.45";"48.7";"Lorraine";"Bar le duc";"Brigade";1;;;;;1;;4;;5
423;"St Avold";57606;"Saint-Avold";"6.7";"49.1";"Lorraine";"Sarguemine";"Brigade";0;;;;;1;;4;;5
425;"St Benoit";36182;"Saint-Benoît-du-Sault";"1.4";"46.45";"Berry";"Bourges";"Brigade";0;;;;;1;;4;;5
426;"St Bonnet";16303;"Saint-Bonnet";"-0.1";"45.4833";"Lyonnais";"Montbrison";"Brigade";0;;;;;1;;4;;5
427;"St Brieux";22278;"Saint-Brieuc";"-2.78333";"48.5167";"Bretagne";"Rennes";"Brigade";1;;;;1;;;4;;5
428;"St Calais";72269;"Saint-Calais";"0.75";"47.9167";"Maine";"Le Mans";"Brigade";0;;;;;;1;4;;5
465;"St Céré";46251;"Saint-Céré";"1.9";"44.8667";"Montauban";"Cahors";"Brigade";0;;;;;1;;4;;5
429;"St Claude";39478;"Saint-Claude";"5.86667";"46.3833";"Bourgogne";"Lons-le-Saunier";"Brigade";1;;;;1;;;4;;5
430;"St Denis";93066;"Saint-Denis";"2.35833";"48.9333";"Ile-de-France";"Paris";"Brigade";1;;;1;;;;4;;5
431;"St Die";88413;"Saint-Dié-des-Vosges";"6.95";"48.2833";"Lorraine";"Epinal";"Brigade";0;;;;1;;1;4;;6
432;"St Dizier";52448;"Saint-Dizier";"4.95";"48.6333";"Champagne";"Challons";"Brigade";1;;;;1;;;4;;5
433;"St Esprit";34245;"Saint-Chinian";"2.9471";"43.3611";"Languedoc";"Montpellier";"Brigade";1;;;;;;1;4;;5
434;"St Etienne";42218;"Saint-Étienne";"4.4";"45.4333";"Lyonnais";"Montbrison";"Brigade";0;;;;1;;;4;;5
435;"St Fargeau";89344;"Saint-Fargeau";"3.06667";"47.6333";"Orléanais";"Montargis";"Brigade";0;;;;1;;;4;;5
436;"St Florentin";89345;"Saint-Florentin";"3.73333";48;"Paris";"Tonnerre";"Brigade";0;;;;1;;;4;;5
437;"St Flour";15187;"Saint-Flour";"3.09278";"45.0337";"Auvergne";"St Flour";"D. de la P. Générale";1;;;1;1;;;4;;6
440;"St Genis";69203;"Saint-Genis-l'Argentière";"4.4934";"45.6505";"Aunix";"Saintes";"Brigade";0;;;;;;1;4;;5
442;"St Germain";78551;"Saint-Germain-en-Laye";"2.08333";"48.9";"Ile-de-France";"Paris";"Brigade";1;;;;1;;;4;;5
441;"St Giron";9261;"Saint-Girons";"1.15";"42.9833";"Béarn";"Auch";"Brigade";0;;;;;1;;4;;5
443;"St Jean d’Angely";17347;"Saint-Jean-d'Angély";"-0.516667";"45.95";"Aunix";"Rochelle";"Brigade";0;;;;1;;;4;;5
444;"St Jean de Porc";64485;"Saint-Jean-Pied-de-Port";"-1.23333";"43.1667";"Béarn";"Pau";"Brigade";0;;;;;;1;4;;5
445;"St Julien";1368;"Saint-Julien-sur-Veyle";"4.95";"46.2";"Bourgogne";"Bourg";"Brigade";0;;;;;;1;4;;5
446;"St Junien";87154;"Saint-Junien";"0.9";"45.8833";"Limousin";"Limoges";"Brigade";0;;;;;;1;4;;5
447;"St Laurent";"‎37054";"Chanceaux-sur-Choisille";"0.7";"47.4667";"Orléanais";"Orléans";"Brigade";1;;;;;;1;4;;5
448;"St Léonard";87161;"Saint-Léonard-de-Noblat";"1.48333";"45.8333";"Limousin";"Limoges";"Brigade";0;;;;;;1;4;;5
449;"St Lo";50502;"Saint-Lô";"-1.08333";"49.1167";"Caen";"Coutances";"Brigade";1;;;;;1;;4;;5
450;"St Maixent";"‎79270";"Saint-Maixent-l'École";"-0.2";"46.4167";"Poitou";"Poitiers";"Brigade";1;;;;;1;;4;;5
451;"St Mammert";69224;"Saint-Mamert";"4.58333";"46.25";"Auvergne";"St Flour";"Brigade";0;;;;;1;;4;;5
452;"St Marcellin";38416;"Saint-Marcellin";"5.31667";"45.15";"Dauphiné";"Grenoble";"Brigade";1;;;;;;1;4;;5
454;"St Martin";21561;"Saint-Martin-du-Mont";"4.78639";"47.4331";"Bourgogne";"Bessey";"Brigade";1;;;;;;1;4;;5
456;"St Mihiel";55463;"Saint-Mihiel";"5.55";"48.9";"Lorraine";"Bar le duc";"Brigade";0;;;;;1;;4;;5
458;"St Omer";62765;"Saint-Omer";"2.25";"50.75";"Picardie";"Arras";"Brigade";1;;;;1;;;4;;5
459;"St Pierre Le mo";58264;"Saint-Pierre-le-Moûtier";"3.11667";"46.8";"Bourbonnais";"Nevers";"Brigade";1;;;;;;1;4;;5
460;"St Pol";62767;"Saint-Pol-sur-Ternoise";"2.33333";"50.3833";"Picardie";"Arras";"Brigade";1;;;;;1;;4;;5
461;"St Pons";34284;"Saint-Pons-de-Thomières";"2.76028";"43.4887";"Languedoc";"Carcassonne";"Brigade";0;;;;;1;;4;;5
462;"St Quentin";2691;"Saint-Quentin";"3.28333";"49.85";"Picardie";"Amiens";"Brigade";1;;;;1;;;4;;5
463;"St Romain";"‎76647";"Saint-Romain-de-Colbosc";"0.366667";"49.5333";"Rouen";"Caudebec";"Brigade";0;;;;1;;;4;;5
464;"St Sauge";58267;"Saint-Saulge";"3.5";"47.1";"Bourbonnais";"Nevers";"Brigade";0;;;;;;1;4;;5
466;"St Sévère";40282;"Saint-Sever";"-0.566667";"43.7667";"Béarn";"Mont de Marsan";"Brigade";0;;;;;1;;4;;5
467;"St Simphorien";"‎42289";"Saint-Symphorien-de-Lay";"4.21667";"45.95";"Lyonnais";"Roane";"Brigade";1;;;;;1;;4;;5
468;"St Valery";80721;"Saint-Valery-sur-Somme";"1.63333";"50.1833";"Picardie";"Abbeville";"Brigade";1;;;;;;1;4;;5
469;"St Vallier";26333;"Saint-Vallier";"4.81667";"45.1667";"Dauphiné";"Valence";"Brigade";1;;;;;1;;4;;5
439;"Ste Foy";33402;"Sainte-Foy-la-Grande";"0.216667";"44.8333";"Guyenne";"Perigueux";"Brigade";0;;;;;;1;4;;5
453;"Ste Marie aux mines";68298;"Sainte-Marie-aux-Mines";"7.18333";"48.25";"Lorraine";"Epinal";"Brigade";0;;;;;1;;4;;5
455;"Ste Menehould";51507;"Sainte-Menehould";"4.9";"49.0833";"Champagne";"Challons";"Brigade";1;;;;1;;1;4;;6
457;"Ste More";37226;"Sainte-Maure-de-Touraine";"0.616667";"47.1";"Touraine";"Tours";"Brigade";0;;;;;1;;4;;5
495;"Strasbourg";67482;"Strasbourg";"7.75";"48.5833";"Alsace";"Strasbourg";"P. Générale";1;1;;1;1;;;8;1;12
496;"Tarare";69243;"Tarare";"4.43333";"45.9";"Lyonnais";"Roane";"Brigade";1;;;;;;1;4;;5
499;"Tarascon";9306;"Tarascon-sur-Ariège";"1.6";"42.85";"Roussillon";"Pamiers";"Brigade";0;;;;1;;;4;;5
498;"Tarascon";13108;"Tarascon";"4.66667";"43.8";"Provence";"Aix";"Brigade";0;;;;;;1;4;;5
497;"Tarbes";65440;"Tarbes";"0.083333";"43.2333";"Béarn";"Pau";"Brigade";0;;;;;;1;4;;5
500;"Tauve";63426;"Tauves";"2.63333";"45.5667";"Auvergne";"Riom";"Brigade";0;;;;;1;;4;;5
502;"Thiberville";27629;"Thiberville";"0.45";"49.1333";"Alençon";"Falaise";"Brigade";0;;;;;1;;4;;5
503;"Thiers";63430;"Thiers";"3.56667";"45.85";"Auvergne";"Riom";"Brigade";1;;;;;1;;4;;5
504;"Thionville";57672;"Thionville";"6.16667";"49.3667";"Trois Evêchés";"Metz";"Brigade";1;;;;;1;;4;;5
505;"Thisy";69248;"Thizy";"4.31667";"46.0333";"Lyonnais";"Roane";"Brigade";0;;;;;;1;4;;5
506;"Thouars";79329;"Thouars";"-0.216667";"46.9667";"Poitou";"Poitiers";"Brigade";0;;;;1;;;4;;5
507;"Thoury";41260;"Thoury";"1.6";"47.6333";"Orléanais";"Orléans";"Brigade";1;;;;1;;;4;;5
501;"Tiaucourt";"‎54518";"Thiaucourt-Regniéville";"5.86612";"48.9542";"Lorraine";"Nancy";"Brigade";0;;;;;1;;4;;5
508;"Tonnerre";89418;"Tonnerre";"3.96667";"47.85";"Paris";"Tonnerre";"D. de la P. Générale";0;;;1;;1;;4;;6
509;"Toste";"‎27340";"Honguemare-Guenouville";"0.816667";"49.3667";"Rouen";"Rouen";"Brigade";1;;;;;;1;4;;5
510;"Touarcé";"‎49345";"Thouarcé";"-0.5";"47.2667";"Anjou";"Angers";"Brigade";0;;;;;;1;4;;5
511;"Toul";54528;"Toul";"5.9";"48.6833";"Trois Evêchés";"Verdun";"Brigade";1;;;;1;;;4;;5
512;"Toulon";71542;"Toulon-sur-Arroux";"4.13333";"46.6833";"Bourgogne";"Charolles";"Brigade";0;;;;;;1;4;;5
513;"Toulon";83137;"Toulon";"5.93333";"43.1167";"Provence";"Aix";"Brigade";1;;;;;;1;4;;5
514;"Toulouse";31555;"Toulouse";"1.43333";"43.6";"Languedoc";"Toulouse";"D. de la P. Générale";1;;;1;;1;1;8;;11
515;"Tournon";7324;"Tournon-sur-Rhône";"3.109";"44.871";"Languedoc";"Puy";"Brigade";0;;;;1;;;4;;5
516;"Tournus";71543;"Tournus";"4.9";"46.5667";"Bourgogne";"Mâcon";"Brigade";1;;;;;;1;4;;5
517;"Tours";37261;"Tours";"0.683333";"47.3833";"Touraine";"Tours";"D. de la P. Générale";1;;;2;1;1;1;12;;17
518;"Troyes";10387;"Troyes";"4.08333";"48.3";"Champagne";"Troyes";"D. de la P. Générale";1;;;1;1;1;;8;;11
519;"Tulles";"‎19272";"Tulle";"1.76667";"45.2667";"Limousin";"Tulles";"D. de la P. Générale";1;;;1;;1;;4;;6
547;"Ussel";"‎19275";"Ussel";"2.31667";"45.55";"Limousin";"Tulles";"Brigade";0;;;;;1;;4;;5
548;"Uzerche";"‎19276";"Uzerche";"1.56667";"45.4167";"Limousin";"Tulles";"Brigade";1;;;;;1;;4;;5
520;"Vabres";15245;"Vabres";"3.208";"44.9745";"Montauban";"Rhodez";"Brigade";0;;;;1;;;4;;5
521;"Valence";26362;"Valence";"4.9";"44.9333";"Dauphiné";"Valence";"D. de la P. Générale";1;;;1;;;1;4;;6
522;"Valenciennes";59606;"Valenciennes";"3.53333";"50.35";"Hainaut";"Valenciennes";"P. Générale";1;1;;1;;1;1;8;1;13
523;"Valognes";50615;"Valognes";"-1.46667";"49.5167";"Caen";"Coutances";"Brigade";1;;;;;1;;4;;5
524;"Vannes";56260;"Vannes";"-2.75";"47.6667";"Bretagne";"Vannes";"D. de la P. Générale";1;;;1;1;;;4;;6
525;"Varennes";3298;"Varennes-sur-Allier";"3.4";"46.3167";"Bourbonnais";"Moulins";"Brigade";1;;;;;;1;4;;5
526;"Vaucouleurs";55533;"Vaucouleurs";"5.66667";"48.6";"Champagne";"Langres";"Brigade";0;;;;;;1;4;;5
527;"Vendôme";41269;"Vendôme";"1.06667";"47.8";"Orléanais";"Blois";"Brigade";0;;;;;1;;4;;5
528;"Verdun";55545;"Verdun";"5.38278";"49.1598";"Trois Evêchés";"Verdun";"D. de la P. Générale";1;;;1;;1;;4;;6
530;"Vezelay";89446;"Vézelay";"3.73333";"47.4667";"Paris";"Tonnerre";"Brigade";0;;;;1;;;4;;5
531;"Vezoul";70550;"Vesoul";"6.16667";"47.6333";"Bourgogne";"Vezoul";"D. de la P. Générale";1;;;1;;;1;4;;6
532;"Vic";57712;"Vic-sur-Seille";"6.53333";"48.7833";"Trois Evêchés";"Metz";"Brigade";0;;;;1;;1;8;;10
533;"Vienne";38544;"Vienne";"4.86667";"45.5167";"Dauphiné";"Grenoble";"Brigade";1;;;;1;;;4;;5
534;"Vierzon";18279;"Vierzon";"2.08333";"47.2167";"Berry";"Bourges";"Brigade";0;;;;;;1;4;;5
535;"Ville Dieu";50639;"Villedieu-les-Poêles";"-1.21667";"48.8333";"Caen";"Coutances";"Brigade";1;;;;;1;;4;;5
537;"Villefranche";"‎12300";"Villefranche-de-Rouergue";"2.05";"44.35";"Montauban";"Rhodez";"Brigade";0;;;;;;2;8;;10
536;"Villefranche";"‎69264";"Villefranche-sur-Saône";"4.71667";"45.9833";"Lyonnais";"Lyon";"Brigade";1;;;;1;;;4;;5
538;"Villejuif";94076;"Villejuif";"2.36667";"48.8";"Ile-de-France";"Paris";"Brigade";1;;;;1;;;4;;5
539;"Villequiers";18286;"Villequiers";"2.8";"47.0667";"Berry";"Bourges";"Brigade";0;;;;;;1;4;;5
540;"Villereal";47324;"Villeréal";"0.75";"44.6333";"Guyenne";"Agen";"Brigade";0;;;;;1;;4;;5
541;"Villers coterets";2810;"Villers-Cotterêts";"3.08333";"49.25";"Soissonnais";"Soissons";"Brigade";1;;;;1;;;4;;5
542;"Vire";14762;"Vire";"-0.883333";"48.8333";"Caen";"Caen";"Brigade";0;;;;1;;;4;;5
543;"Vissembourg";67544;"Wissembourg";"7.95";"49.0333";"Alsace";"Strasbourg";"Brigade";1;;;;1;;;4;;5
545;"Vitrey";54587;"Vitrey";"6.05";"48.4833";"Bretagne";"Rennes";"Brigade";1;;;;;1;;4;;5
546;"Vitry";51649;"Vitry-le-François";"4.58333";"48.7333";"Champagne";"Challons";"Brigade";1;;;;1;;;4;;5
544;"Vitteaux";21710;"Vitteaux";"4.53333";"47.4";"Bourgogne";"Dijon";"Brigade";1;;;;;;1;4;;5
